18,FA302,FB,https://www.floristone.com/flowers/products/FA302.jpg,https://www.flowerwyz.com/images/flower-deliveries.jpg,Red & White Flower Basket,10,18,18,,,,,,18,1000,1000,1000,,,1000,,,1000,,1002,,,,,1000,,1000,,,1000,,,,,,,,,,Y
19,AFS227,N,https://www.floristone.com/flowers/products/AFS227.jpg,https://www.flowerwyz.com/images/online-flower.jpg,Flowers with Plush Bear,1000,19,19,1000,1000,1000,19,19,19,1000,1000,1000,,1000,1000,1000,1000,,1000,,1000,1000,1000,1001,,,,,,,1000,,1000,,,,,,,Y
20,F1-118,B,https://www.floristone.com/flowers/products/gw_bb.jpg,https://www.flowerwyz.com/images/cheapest-flower-delivery.jpg,,1000,20,20,,,,20,,20,1000,1000,1000,,1000,1000,,1000,,,,,,5,,,,,,,,,,,,,1000,,,,Y
21,AFS323,FB,https://www.floristone.com/flowers/products/AFS323.jpg,https://www.flowerwyz.com/images/AFS323.jpg,Fireside Assorted Flowers,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1002,,,,,,1005,1005,1005,1005,1000,,,,,,,,,,Y
22,F1-305,FA,https://www.floristone.com/flowers/products/F1-305.jpg,https://www.flowerwyz.com/images/F1-305.jpg,Mixed Garden Flowers,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
23,F1-306,FH,https://www.floristone.com/flowers/products/F1-306.jpg,https://www.flowerwyz.com/images/F1-306.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,,,,,,,1001,1001,1001,1001,1001,,,,,,,,,1000,Y
24,F1-311,FA,https://www.floristone.com/flowers/products/F1-311.jpg,https://www.flowerwyz.com/images/F1-311.jpg,Mixed White Flowers,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
25,F1-313,FA,https://www.floristone.com/flowers/products/F1-313.jpg,https://www.flowerwyz.com/images/F1-313.jpg,The Forever Sweet,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
26,F1-332,FA,https://www.floristone.com/flowers/products/F1-332.jpg,https://www.flowerwyz.com/images/F1-332.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
27,F1-359,FA,https://www.floristone.com/flowers/products/F1-359.jpg,https://www.flowerwyz.com/images/F1-359.jpg,Pink and White Vase,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
28,S10-4457,FH,https://www.floristone.com/flowers/products/S10-4457.jpg,https://www.flowerwyz.com/images/S10-4457.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,,,,,,,1001,1001,1001,1001,1001,,,,,,,,,1000,Y
29,S14-4305,FA,https://www.floristone.com/flowers/products/S14-4305.jpg,https://www.flowerwyz.com/images/S14-4305.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
30,S14-4469,FL,https://www.floristone.com/flowers/products/S14-4469.jpg,https://www.flowerwyz.com/images/S14-4469.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1003,,,,,,1005,1005,1005,1005,1005,,,,,,,1000,,,Y
31,S17-4475,FA,https://www.floristone.com/flowers/products/S17-4475.jpg,https://www.flowerwyz.com/images/S17-4475.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
32,S19-4477,FA,https://www.floristone.com/flowers/products/S19-4477.jpg,https://www.flowerwyz.com/images/S19-4477.jpg,Towering Beauty,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
33,S19-4479,FA,https://www.floristone.com/flowers/products/S19-4479.jpg,https://www.flowerwyz.com/images/S19-4479.jpg,We Fondly Remember,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
34,S21-4304,FA,https://www.floristone.com/flowers/products/S21-4304.jpg,https://www.flowerwyz.com/images/S21-4304.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
35,S22-4486,FL,https://www.floristone.com/flowers/products/S22-4486.jpg,https://www.flowerwyz.com/images/S22-4486.jpg,Heartfelt Condolences,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1003,,,,,,1005,1005,1005,1005,1005,,,,,,,1000,,,Y
36,S2-4439,FH,https://www.floristone.com/flowers/products/S2-4439.jpg,https://www.flowerwyz.com/images/S2-4439.jpg,Elegant Remembrance,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,,,,,,,1001,1001,1001,1001,1001,,,,,,,,,1000,Y
37,S27-4497,FA,https://www.floristone.com/flowers/products/S27-4497.jpg,https://www.flowerwyz.com/images/S27-4497.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
38,S28-4499,FC,https://www.floristone.com/flowers/products/S28-4499.jpg,https://www.flowerwyz.com/images/S28-4499.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1001,,,,,,1005,1005,1005,1000,1005,,,,,,,,,,Y
39,S29-4504,FA,https://www.floristone.com/flowers/products/S29-4504.jpg,https://www.flowerwyz.com/images/S29-4504.jpg,All Things Bright ,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
40,S33-4512,FA,https://www.floristone.com/flowers/products/S33-4512.jpg,https://www.flowerwyz.com/images/S33-4512.jpg,Always & Forever,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
41,S3-4308,FA,https://www.floristone.com/flowers/products/S3-4308.jpg,https://www.flowerwyz.com/images/S3-4308.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
42,S34-4516,FA,https://www.floristone.com/flowers/products/S34-4516.jpg,https://www.flowerwyz.com/images/S34-4516.jpg,Always Remembered,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
43,S37-4523,FA,https://www.floristone.com/flowers/products/S37-4523.jpg,https://www.flowerwyz.com/images/S37-4523.jpg,Farewell Too Soon,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
44,S38-4307,FA,https://www.floristone.com/flowers/products/S38-4307.jpg,https://www.flowerwyz.com/images/S38-4307.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
45,S39-4528,FH,https://www.floristone.com/flowers/products/S39-4528.jpg,https://www.flowerwyz.com/images/S39-4528.jpg,Glowing Ray Standing,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,,,,,,,1001,1001,1001,1001,1001,,,,,,,,,1000,Y
46,S45-4543,FH,https://www.floristone.com/flowers/products/S45-4543.jpg,https://www.flowerwyz.com/images/S45-4543.jpg,Salute to A Patriot,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,,,,,,,1001,1001,1001,1001,1001,,,,,,,,,1000,Y
47,S46-4547,FH,https://www.floristone.com/flowers/products/S46-4547.jpg,https://www.flowerwyz.com/images/S46-4547.jpg,Precious Child Standing,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,,,,,,,1001,1001,1001,1001,1001,,,,,,,,,1000,Y
48,S46-4550,FA,https://www.floristone.com/flowers/products/S46-4550.jpg,https://www.flowerwyz.com/images/S46-4550.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
49,S47-4556,FX,https://www.floristone.com/flowers/products/S47-4556.jpg,https://www.flowerwyz.com/images/S47-4556.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1003,,,,,,1005,1002,1002,1005,1002,,,,,,,,1000,,Y
50,S48-4559,FS,https://www.floristone.com/flowers/products/S48-4559.jpg,https://www.flowerwyz.com/images/S48-4559.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1002,,,,,,1000,1005,1005,1000,1005,,,,,,,,,,Y
51,S50-4568,FX,https://www.floristone.com/flowers/products/S50-4568.jpg,https://www.flowerwyz.com/images/S50-4568.jpg,Our Hearts Speak to You,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1003,,,,,,1005,1002,1002,1005,1002,,,,,,,,1000,,Y
52,S9-4455,FA,https://www.floristone.com/flowers/products/S9-4455.jpg,https://www.flowerwyz.com/images/S9-4455.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
53,T208-1A,FA,https://www.floristone.com/flowers/products/T208-1A.jpg,https://www.flowerwyz.com/images/T208-1A.jpg,Dreams From the Heart,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
54,T209-1A,FA,https://www.floristone.com/flowers/products/T209-1A.jpg,https://www.flowerwyz.com/images/T209-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
55,T209-2A,FA,https://www.floristone.com/flowers/products/T209-2A.jpg,https://www.flowerwyz.com/images/T209-2A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
56,T213-2A,FA,https://www.floristone.com/flowers/products/T213-2A.jpg,https://www.flowerwyz.com/images/T213-2A.jpg,,1000,1000,1000,34,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,84,,,,,,,,,Y
57,T217-1A,FA,https://www.floristone.com/flowers/products/T217-1A.jpg,https://www.flowerwyz.com/images/T217-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
58,T218-2A,FB,https://www.floristone.com/flowers/products/T218-2A.jpg,https://www.flowerwyz.com/images/T218-2A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1002,,,,,,1005,1005,1005,1005,1000,,,,,,,,,,Y
59,T218-4A,FB,https://www.floristone.com/flowers/products/T218-4A.jpg,https://www.flowerwyz.com/images/T218-4A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1002,,,,,,1005,1005,1005,1005,1000,,,,,,,,,,Y
60,T219-1A,FB,https://www.floristone.com/flowers/products/T219-1A.jpg,https://www.flowerwyz.com/images/T219-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1002,,,,,,1005,1005,1005,1005,1000,,,,,,,,,,Y
61,T220-1A,FB,https://www.floristone.com/flowers/products/T220-1A.jpg,https://www.flowerwyz.com/images/T220-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1002,,,,,,1005,1005,1005,1005,1000,,,,,,,,,,Y
62,T221-1A,FA,https://www.floristone.com/flowers/products/T221-1A.jpg,https://www.flowerwyz.com/images/T221-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
63,T221-2A,FB,https://www.floristone.com/flowers/products/T221-2A.jpg,https://www.flowerwyz.com/images/T221-2A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1002,,,,,,1005,1005,1005,1005,1000,,,,,,,,,,Y
64,T221-3A,FA,https://www.floristone.com/flowers/products/T221-3A.jpg,https://www.flowerwyz.com/images/T221-3A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
65,T221-4A,FF,https://www.floristone.com/flowers/products/T221-4A.jpg,https://www.flowerwyz.com/images/T221-4A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,,,,,,,1005,1005,1005,1005,1000,,,,,,,,,,Y
66,T223-1A,FC,https://www.floristone.com/flowers/products/T223-1A.jpg,https://www.flowerwyz.com/images/T223-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1001,,,,,,1000,1005,1005,1000,1005,,,,,,,,,,Y
67,T224-1A,FA,https://www.floristone.com/flowers/products/T224-1A.jpg,https://www.flowerwyz.com/images/T224-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
68,T225-2A,FH,https://www.floristone.com/flowers/products/T225-2A.jpg,https://www.flowerwyz.com/images/T225-2A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,,,,,,,1001,1001,1001,1001,1001,,,,,,,,,1000,Y
69,T226-1A,FS,https://www.floristone.com/flowers/products/T226-1A.jpg,https://www.flowerwyz.com/images/T226-1A.jpg,Lily and Rose Tribute,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1002,,,,,,1000,1005,1005,1000,1005,,,,,,,,,,Y
70,T227-1A,FB,https://www.floristone.com/flowers/products/T227-1A.jpg,https://www.flowerwyz.com/images/T227-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1002,,,,,,1005,1005,1005,1005,1000,,,,,,,,,,Y
71,T230-1A,FS,https://www.floristone.com/flowers/products/T230-1A.jpg,https://www.flowerwyz.com/images/T230-1A.jpg,Care and Compassion,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1002,,,,,,1000,1005,1005,1000,1005,,,,,,,,,,Y
72,T231-1A,FA,https://www.floristone.com/flowers/products/T231-1A.jpg,https://www.flowerwyz.com/images/T231-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
73,T232-2A,FX,https://www.floristone.com/flowers/products/T232-2A.jpg,https://www.flowerwyz.com/images/T232-2A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1003,,,,,,1005,1002,1002,1005,1002,,,,,,,,1000,,Y
74,T235-2A,FC,https://www.floristone.com/flowers/products/T235-2A.jpg,https://www.flowerwyz.com/images/T235-2A.jpg,Lavender Tribute Spray,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1001,,,,,,1000,1005,1005,1000,1005,,,,,,,,,,Y
75,T236-2A,FA,https://www.floristone.com/flowers/products/T236-2A.jpg,https://www.flowerwyz.com/images/T236-2A.jpg,Dawn of Remembrance,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
76,T236-3A,FC,https://www.floristone.com/flowers/products/T236-3A.jpg,https://www.flowerwyz.com/images/T236-3A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1001,,,,,,1000,1005,1005,1000,1005,,,,,,,,,,Y
77,T237-1A,FA,https://www.floristone.com/flowers/products/T237-1A.jpg,https://www.flowerwyz.com/images/T237-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
78,T238-1A,FX,https://www.floristone.com/flowers/products/T238-1A.jpg,https://www.flowerwyz.com/images/T238-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1003,,,,,,1005,1002,1002,1005,1002,,,,,,,,1000,,Y
79,T238-2A,FH,https://www.floristone.com/flowers/products/T238-2A.jpg,https://www.flowerwyz.com/images/T238-2A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,,,,,,,1001,1001,1001,1001,1001,,,,,,,,,1000,Y
80,T244-1A,FA,https://www.floristone.com/flowers/products/T244-1A.jpg,https://www.flowerwyz.com/images/T244-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
81,T249-1A,FS,https://www.floristone.com/flowers/products/T249-1A.jpg,https://www.flowerwyz.com/images/T249-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1002,,,,,,1000,1005,1005,1000,1005,,,,,,,,,,Y
82,T249-2A,FS,https://www.floristone.com/flowers/products/T249-2A.jpg,https://www.flowerwyz.com/images/T249-2A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1002,,,,,,1000,1005,1005,1000,1005,,,,,,,,,,Y
83,T251-1A,FA,https://www.floristone.com/flowers/products/T251-1A.jpg,https://www.flowerwyz.com/images/T251-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,,,,,,,,,,Y
84,T252-1A,FB,https://www.floristone.com/flowers/products/T252-1A.jpg,https://www.flowerwyz.com/images/T252-1A.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,,1000,,,1000,,1002,,,,,,1005,1005,1005,1005,1000,,,,,,,,,,Y
85,T253-3A,FA,https://www.floristone.com/flowers/products/T253-3A.jpg,https://www.flowerwyz.com/images/T253-3A.jpg,,1000,1000,1000,,,63,,,1000,1000,1000,1000,,1000,1000,,,1000,,1000,,,,,,1005,1005,1005,1005,1005,67,,,,,,,,,Y
86,fam105,R,https://www.floristone.com/flowers/products/fam105.jpg,https://www.flowerwyz.com/files/affordable-flower-delivery.jpg,Half Dozen Red Roses,1000,1000,1000,,,70,1000,,1000,1000,1000,1000,,1000,11,1000,1000,,1000,,1000,1000,1000,1000,,,,,,,114,,,,,,,,,Y
87,AFS201,C,https://www.floristone.com/flowers/products/AFS201.jpg,https://www.flowerwyz.com/files/affordable-flowers.jpg,Bright Flowers Basket,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,1000,7,1000,1000,,1000,,1000,1000,1000,1001,1000,,,,,,43,,,,,,,,,Y
88,AFS351,FA,https://www.floristone.com/flowers/products/AFS351.jpg,https://www.flowerwyz.com/files/cheap-flower-deals.jpg,Stylized in Bright Colors,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,13,,,1000,,1000,,,,,,,,,,,,,,,,,,,,Y
89,F1-509,P,https://www.floristone.com/flowers/products/F1-509.jpg,https://www.flowerwyz.com/files/discount-flower-delivery.jpg,Enduring Spirit Pothos,11,1000,1000,1000,1000,,1000,,1000,1000,1000,1000,1000,1000,8,,1000,,1000,1000,,,1000,1001,1000,,5,,,,,,,,,,,,,Y
90,F1-252,O,https://www.floristone.com/flowers/products/F1-252.jpg,https://www.flowerwyz.com/files/discount-flowers.jpg,A Baby Boy Basket,1000,1000,1000,1000,1000,1000,1000,17,1000,1000,1000,1000,,1000,1,1000,1000,,1000,,1000,1000,1000,1001,,,,,,,1000,1000,,,,,,,,Y
91,B11-3602,P,https://www.floristone.com/flowers/products/B11-3602.jpg,https://www.flowerwyz.com/files/discount-flowers-delivered.jpg,,1000,1000,1000,1000,1000,,1000,,1000,1000,1000,1000,1000,1000,16,,1000,,1000,1001,,,1000,1001,,,,,,,,,,,,,,,,Y
92,AFS250,O,https://www.floristone.com/flowers/products/AFS250.jpg,https://www.flowerwyz.com/files/flower-coupons.jpg,Bright Flowers Basket,1000,1000,1000,1000,1000,1000,1000,,1000,1000,1000,1000,,1000,2,1000,1000,,1000,,1000,1000,1000,1001,,,,,,,44,1000,,,,,,,,Y
93,AFS207,V,https://www.floristone.com/flowers/products/AFS207.jpg,https://www.flowerwyz.com/files/flower-deals.jpg,A Frosted Mixed Vase,1000,1000,1000,,,1000,1000,,1000,1000,1000,1000,,1000,4,1000,1000,,,,1000,1000,,1001,,,,,,,45,,,1000,,,,,,Y
94,S25-4321,FA,https://www.floristone.com/flowers/products/S25-4321.jpg,https://www.flowerwyz.com/files/flower-delivery-coupon.jpg,,1000,1000,1000,,,,,,1000,1000,1000,1000,,1000,15,,,1000,,1000,,,,,,,,,,,,,,,,,,,,Y
95,AFS261,C,https://www.floristone.com/flowers/products/AFS261.jpg,https://www.flowerwyz.com/files/flower-delivery-coupons.jpg,A Baby Basket,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,1000,6,1000,1000,,1000,,1000,1000,1000,1001,1000,,,,,,1000,,,,,,,,,Y
96,B8-3604,P,https://www.floristone.com/flowers/products/B8-3604.jpg,https://www.flowerwyz.com/files/flowers-discount.jpg,White Poinsettia (Small),1000,1000,1000,1000,1000,,1000,,1000,1000,1000,1000,1000,1000,14,,1000,,1000,1002,,,1000,1001,,,,,,,,,,,,,,,,Y
97,AFS206,C,https://www.floristone.com/flowers/products/AFS206.jpg,https://www.flowerwyz.com/files/flowers-free-delivery.jpg,A Daisy Basket,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,,1000,3,1000,1000,,1000,,1000,1000,1000,1001,1000,,,,,,42,,,,,,,,,Y
